sr_no,date_dd/mm/yyyy,startup_name,industry_vertical,subvertical,city_location,investors_name,investmentntype,amount_in_usd,remarks,year,funding_category
2402,2015-08-09,Reportbee,Smart Report Cards For Schools,,Chennai,India Educational Investment Fund,Seed Funding,4200000.0,,2015.0,Medium
2403,2015-08-09,Gurug Learning,Teacher Empowerment Platform,,Bangalore,India Educational Investment Fund,Seed Funding,4200000.0,,2015.0,Medium
2404,2015-10-09,Onlinetyari,Multilingual Test Preparation Platform,,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,4200000.0,Series A,2015.0,Medium
2405,2015-10-09,Industrybuying,Industrial Tools Marketplace,,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,4200000.0,Series B,2015.0,Medium
2406,2015-10-09,The/Nudge Foundation,Non Profit Organization To Alleviate Poverty,,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,4200000.0,,2015.0,Medium
2407,2015-11-09,Fitmein,Gym & Fitness Studios Subscription Platform,,New Delhi,Green House Ventures,Seed Funding,4200000.0,,2015.0,Medium
2408,2015-11-09,Envoged,Pre-Used Luxury Item Marketplace,,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,4200000.0,,2015.0,Medium
2409,2015-11-09,Zapyle,Pre-Used Apparel Shopping Mobile App,,Bangalore,Undisclosed,Seed Funding,4200000.0,,2015.0,Medium
2410,2015-11-09,Renomania,Home Design & D\\Xc3\\Xa9Cor Platform,,New Delhi,Subodh Gupta,Seed Funding,4200000.0,,2015.0,Medium
2411,2015-12-09,Credr,Used Vehicles Marketplace,,Mumbai,Eight Road Ventures,Private Equity,4200000.0,Series A,2015.0,Medium
2412,2015-12-09,Yatragenie,Online Bus & Cab Ticketing Platform,,Hyderabad,Ash Bhardwaj,Private Equity,4200000.0,Series A,2015.0,Medium
2413,,Canvasflip,Mobile App Testing Platform,,Hyderabad,Bessemer Venture Partners,Seed Funding,4200000.0,,,Medium
2414,,Shadowfax,Hyperlocal Delivery Services,,Gurgaon,Eight Roads Ventures,Private Equity,4200000.0,Series A,,Medium
2415,,Ue Life Sciences,Early Cancer Detection Solutions,,Us/India,"Aarin Capital, Unitus Seed Fund",Private Equity,4200000.0,Series A,,Medium
2416,,Ola Cabs,Cab Rental Mobile App,,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,4200000.0,Late Stage,,Medium
2417,,Coverfox,Online Insurance Distribution Platform,,Mumbai,Cataraman Ventures,Private Equity,4200000.0,Part of $12M Series B funding,,Medium
2418,,Moengage,Mobile Marketing Automation Platform,,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,4200000.0,Series A,,Medium
2419,,Mubble,Prepaid Mobile Bill Manager App,,Bangalore,Nandan Nilekani,Seed Funding,4200000.0,,,Medium
2420,,Tea Trails,Chain Of Tea Caf\\Xc3\\Xa9\\Xe2\\X80\\X99S,,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,4200000.0,,,Medium
2421,,Room On Call,Branded Budget Hotel Marketplace,,Noida,Payal Syal,Seed Funding,4200000.0,,,Medium
2422,,Fyne,Home Fitting & Fixtures Marketplace,,Bangalore,Sandeep Dama & Others,Seed Funding,4200000.0,Pre-Series A,,Medium
2423,,Chaipoint,Food Subscription Platform,,Bangalore,Eight Roads Ventures,Private Equity,4200000.0,Series A,,Medium
2424,,Wedmegood.Com,Wedding Planning Platform,,Gurgaon,Indian Angel Network,Seed Funding,4200000.0,,,Medium
2425,,Xstok,B2B Mobile Auction Marketplace,,Mumbai,Oliphans Capital,Seed Funding,4200000.0,,,Medium
2426,,Unilog,Ecommerce Data Analytics Platform,,Bangalore,Kalaari Capital,Private Equity,4200000.0,,,Medium
2427,,Paintcollar,Designer Merchandize Marketplace,,Mumbai,Applyifi,Seed Funding,4200000.0,Bridge Funding,,Medium
2428,,Yepme,Private Label Fashion Etailer,,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,4200000.0,Series D,,Medium
2429,,Bueno,Online Food Ordering & Delivery,,Gurgaon,High Networth Individuals (No details),Seed Funding,4200000.0,,,Medium
2430,,Plabro,Real Estate Broker Platform App,,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,4200000.0,,,Medium
2431,,Curejoy,Online Health & Wellness Platform,,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,4200000.0,Pre-Series A,,Medium
2432,,Briston Technomach,Internet Of Things Platform,,New Delhi,Undisclosed,Seed Funding,4200000.0,,,Medium
2433,,Labstreet,Diagnostic Labs Aggregator Platform,,Gurgaon,Multiple investors,Seed Funding,4200000.0,,,Medium
2434,,Dailyninja,Hyperlocal Delivery Platform,,Bangalore,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,4200000.0,,,Medium
2435,,Portea Medical,Home Medical Care Services,,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,4200000.0,,,Medium
2436,,Neotrade Analytics,Real-Time Stock Data Platform,,Bangalore,Rainmatter,Seed Funding,4200000.0,,,Medium
2437,,Dishco,Food Discovery & Table Booking App,,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,4200000.0,,,Medium
2438,,Lafalafa,Coupons And Cashback Aggregator App,,Mumbai,500 Startups,Seed Funding,4200000.0,thru Accelerator,,Medium
2439,,Connectabank,Financial Products Lead Generation Platform,,Mumbai,Prakhar Bumb,Seed Funding,4200000.0,,,Medium
2440,,Villfarm,Sustainable Agri-Inputs Firm,,Bangalore,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,4200000.0,,,Medium
2441,,Bestdealfinance,Financial Services Portal,,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,4200000.0,Series A,,Medium
2442,,Gamexs.In,Pre-Owned Games Marketplace,,New Delhi,Lead Angels,Seed Funding,4200000.0,,,Medium
2443,,The Man Company,Content-Based Subscription Ecommerce Platform,,New Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed Funding,4200000.0,,,Medium
2444,,Virtual Logic,"Virtual Reality, 3D Simulation And Stereoscopic Products",,Bangalore,Swarnim Multiventures,Private Equity,4200000.0,Pre-Series A,,Medium
2445,,Furdo,Online Interior Designing Platform,,Bangalore,Bhavdeep Reddy,Seed Funding,4200000.0,,,Medium
2446,,Loginext,End-To-End Logistics Platform,,Mumbai,Paytm,Private Equity,4200000.0,Series A,,Medium
2447,,Korra,Private Label Apparel Sales,,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,4200000.0,,,Medium
2448,,Credihealth,Healthcare Consulting Platform,,Gurgaon,Rajat Malhotra,Seed Funding,4200000.0,,,Medium
2449,,Amigobulls,Stock Market Portal,,Bangalore,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,4200000.0,,,Medium
2450,,Silverpush,Cross-Device Retargeting Platform,,Gurgaon / Sfo,M&S Partners,Private Equity,4200000.0,Series A,,Medium
2451,,Juggernaut,Digital & Physical Publishing Platform,,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,4200000.0,Series A,,Medium
2452,,Innerchef,Food Delivery Platform,,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,4200000.0,pre-Series A,,Medium
2453,,Quintype,Data Driven Publishing Platform,,Bangalore,Raghav Bahl,Private Equity,4200000.0,,,Medium
2454,,Capabiliti,Employee Onboarding & Orientation Platform,,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,4200000.0,,,Medium
2455,,Fourth Partner Energy,Solar Power Solutions Company,,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,4200000.0,Series A,,Medium
2456,,Licious,Online Meat Ordering Platform,,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,4200000.0,,,Medium
2457,,Travelkhana,Online Meal-Booking Platform For Train Travelers,,New Delhi,Astarc Ventures & Others,Seed Funding,4200000.0,Pre-Series A,,Medium
2458,,Quickli,Hyperlocal Delivery Platform,,New Delhi,"500 Startups, Mato Peric & Others",Seed Funding,4200000.0,,,Medium
2459,,Ola Cabs,Cab Booking App Platform,,Bangalore,Didi Kuaidi,Private Equity,4200000.0,late Stage (part of $500M funding rnd),,Medium
2460,,Paytm,E-Commerce & M-Commerce Platform,,New Delhi,"Alibaba Group, Ant Financial",Private Equity,4200000.0,Late Stage (Alibaba @ 40% equity),,Medium
2461,,Inmobi,Mobile Advertising Platform,,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,4200000.0,Late Stage,,Medium
2462,,Peppertap,Hyperlocal Grocery Delivery,,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,4200000.0,Series B,,Medium
2463,,Hugefly,Ecommerce Product Recommendation Platform,,Pune,Mayank Singhal and others,Seed Funding,4200000.0,,,Medium
2464,,Brigge,Activity Based Social Network,,Chennai,The Chennai Angels,Seed Funding,4200000.0,,,Medium
2465,,Zakoopi,Fashion Discovery Platform,,New Delhi,Uniqorn Ventures,Seed Funding,4200000.0,,,Medium
2466,,Loancircle,Consumer Lending Marketplace,,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,4200000.0,,,Medium
2467,,Infoworks,Big Data Management Platform,,Bangalore / Usa,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,4200000.0,,,Medium
2468,,Reddoorz,Budget Accommodation Platform,,Noida,Jungle Ventures,Seed Funding,4200000.0,,,Medium
2469,,Firsttouch,Local Mobile Os,,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,4200000.0,Super angel round,,Medium
2470,,Eywa Media,Digital Signal Processing Platform,,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,4200000.0,,,Medium
2471,2015-01-08,Snapdeal,Ecommerce Marketplace,,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,4200000.0,Late Stage Round 7th (More details),2015.0,Medium
2472,2015-01-08,Ressy,Restaurant Discount App,,Pune,Mohandas Pai & others,Seed Funding,4200000.0,,2015.0,Medium
2473,2015-03-08,Cuelearn,Tech-Enabled Learning,,New Delhi,Alok Mittal,Seed Funding,4200000.0,,2015.0,Medium
2474,2015-03-08,Connect India,Ecommerce Logistics Provider,,New Delhi,Aavishkaar,Private Equity,4200000.0,Series A,2015.0,Medium
2475,2015-03-08,The Home Salon,On-Demand Home Beauty And Wellness Portal,,Mumbai,VentureNursery,Seed Funding,4200000.0,,2015.0,Medium
2476,2015-03-08,Jusride,Self Driven Car Rental,,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,4200000.0,,2015.0,Medium
2477,2015-03-08,Oyorooms,Budget Hotel Accommodation Brand,,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,4200000.0,Series B,2015.0,Medium
2478,2015-03-08,Glowship,Energy & Environment Online Marketplace,,Bangalore,Infuse Ventures,Seed Funding,4200000.0,,2015.0,Medium
2479,2015-03-08,Wizrocket,User Engagment & Analytics Platform,,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,4200000.0,Series B,2015.0,Medium
2480,2015-04-08,Pickingo,On-Demand Delivery Logistics,,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,4200000.0,Series A,2015.0,Medium
2481,2015-05-08,Grex,Fund Raising Platform For Startups,,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,4200000.0,,2015.0,Medium
2482,2015-05-08,Letstransport,Logistics Tech Platform,,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,4200000.0,,2015.0,Medium
2483,2015-05-08,Zo Rooms,Online Budget Hotel Chain,,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,4200000.0,Series A,2015.0,Medium
2484,2015-05-08,Doormint,Hyperlocal Handyman Services,,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,4200000.0,Series A,2015.0,Medium
2485,2015-05-08,Nightstay,Hotel Booking App,,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,4200000.0,,2015.0,Medium
2486,2015-05-08,Zocalo,Rental Accomodation Finder,,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,4200000.0,,2015.0,Medium
2487,2015-05-08,Sunday Realty Solutions,Tech Platform For Property Brokers,,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,4200000.0,,2015.0,Medium
2488,2015-06-08,Klozee,Luxury Apparel Rental,,Bangalore,Tracxn Labs,Seed Funding,4200000.0,,2015.0,Medium
2489,2015-06-08,Appvigil,App Security\\Xc2\\Xa0 Testing Platform,,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,4200000.0,pre Series-A,2015.0,Medium
2490,2015-06-08,Practo,Doctor Appointment Booking App,,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,4200000.0,Series C,2015.0,Medium
2491,2015-06-08,Loudshout,Anonymous Bulletin Board App,,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,4200000.0,,2015.0,Medium
2492,2015-06-08,Wetravelsolo,Travel Community Platform,,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,4200000.0,,2015.0,Medium
2493,2015-06-08,Ketto,Crowd Funding Platform,,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,4200000.0,,2015.0,Medium
2494,2015-06-08,Ezetap,Mobile Based Pos Solution,,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,4200000.0,Series C,2015.0,Medium
2495,2015-06-08,Ndtv Ecommerce Venture,Car & Bike Ecommerce Platform,,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,4200000.0,Series A,2015.0,Medium
2496,2015-07-08,Carl\\Xe2\\X80\\X99S Jr,Fast Food Chain Franchisee,,Gurgaon,YouWeCan Ventures,Seed Funding,4200000.0,,2015.0,Medium
2497,2015-07-08,Easyrewardz,Loyalty Programs & Reward Points,,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,4200000.0,Pre-Series A,2015.0,Medium
2498,2015-07-08,Gibss,Energy Saving Solutions Provider,,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,4200000.0,Series A,2015.0,Medium
2499,2015-07-08,Storemore.In,Self-Storage Spaces,,Noida,Bedrock Ventures,Seed Funding,4200000.0,,2015.0,Medium
2500,2015-07-08,Iorderfresh,Grocery Retail Mobile App,,New Delhi,Best Foodworks,Seed Funding,4200000.0,,2015.0,Medium
2501,2015-10-08,Mytaxiindia,Taxi Rental Platform,,Gurgaon,"Nihon Kotsu,",Private Equity,4200000.0,Pre Series-A,2015.0,Medium
2502,2015-10-08,Esadar,Ecommerce,,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,4200000.0,,2015.0,Medium
2503,2015-10-08,Actionable Analytics,Machine Learning Platform,,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,4200000.0,,2015.0,Medium
2504,2015-10-08,Mypoolin,Mobile Social Network,,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,4200000.0,QPrize Contest Winners,2015.0,Medium
2505,2015-10-08,Nearbuy (Previously\\Xc2\\Xa0 Groupon India),Hyper-Local Ecommerce,,New Delhi,Sequoia Capital,Private Equity,4200000.0,Series A,2015.0,Medium
2506,2015-10-08,Inkmonk,Online Printing Marketplace,,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,4200000.0,,2015.0,Medium
2507,2015-10-08,Tonetag,Mobile Payment Software Platform,,Bangalore,Reliance Capital Venture,Private Equity,4200000.0,Series A,2015.0,Medium
2508,2015-10-08,Grey Orange,Automated Storage & Warehousing Solution,,Gurgaon,Tiger Global Management,Private Equity,4200000.0,Series B,2015.0,Medium
2509,2015-11-08,Livspace,Home Design & D\\Xc3\\Xa9Cor Solutions,,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,4200000.0,Series A,2015.0,Medium
2510,2015-11-08,Wow! Momo,Quick Service Restaurant Chain,,Kolkata,Indian Angel Network,Seed Funding,4200000.0,,2015.0,Medium
2511,2015-11-08,Raincan,Subscription Based Online Grocery Platform,,Pune,Ajeet Khurana & Others,Seed Funding,4200000.0,,2015.0,Medium
2512,2015-11-08,Allygrow Technologies,Engineering Services Company,,Mumbai,Zodius Technology Fund,Private Equity,4200000.0,Series A,2015.0,Medium
2513,2015-11-08,Infogain,Business And It Consulting,,New Delhi / Us,ChrysCapital,Private Equity,4200000.0,,2015.0,Medium
2514,2015-12-08,Oneassist,Credit Card Fraud Protection Solutions,,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,4200000.0,Series B,2015.0,Medium
2515,2015-12-08,Bigbasket,Online & Mobile Grocery Store,,Bangalore,Bessemer Venture Partners,Private Equity,4200000.0,Series C,2015.0,Medium
2516,2015-12-08,Sheroes,Career Community For Women,,Noida,"Quintillion Media, 500 Startups",Seed Funding,4200000.0,,2015.0,Medium
2517,2015-12-08,Scripbox,Mutual Fund Investing Platform,,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,4200000.0,Series A,2015.0,Medium
2518,,Etaout,Ecommerce Marketing Software Platform,,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,4200000.0,,,Medium
2519,,Ifmr Holdings,Financial Inclusion Platform,,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,4200000.0,Series B,,Medium
2520,,Massblurb,Digital Marketing Automation Solution,,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,4200000.0,,,Medium
2521,,Agrostar,Mobile Commerce For Farmers,,Pune,IDG Ventures,Private Equity,4200000.0,Series A,,Medium
2522,,Voxweb,Picture Based Social App,,Mumbai,Jitendra Gupta & others,Seed Funding,4200000.0,,,Medium
2523,,Trukky,Logistics Service Platform,,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,4200000.0,,,Medium
2524,,Vanitycube,On-Demand Beauty Services,,New Delhi,Group of angel investors,Seed Funding,4200000.0,,,Medium
2525,,Edu4Share,Exam Preparation Platform,,New Delhi,Nalin Jain & other angel investors,Seed Funding,4200000.0,,,Medium
2526,,Yourstory,Startup Focused Online Publisher,,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,4200000.0,,,Medium
2527,,Sampurnearth,Waste Management Solutions,,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,4200000.0,,,Medium
2528,,Orobind,App Based Fitness Coaching,,Bangalore,Existing & New Investors,Private Equity,4200000.0,pre series A,,Medium
2529,,Fixy,On Demand Cleaning & Fixing Services,,Mumbai,VentureNursery,Seed Funding,4200000.0,,,Medium
2530,,Msm Box,Beauty & Lifestyle Platform,,New Delhi,Rohit Goel,Seed Funding,4200000.0,,,Medium
2531,,Shadowfax,On-Demand Delivery Service,,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,4200000.0,,,Medium
2532,,Gadgets 360,Car & Bike Ecommerce Platform,,New Delhi,One97 Communications,Private Equity,4200000.0,Strategic Investment,,Medium
2533,,Roposo,Fashion Discovery Platform,,Gurgaon,Tiger Global,Private Equity,4200000.0,Series B,,Medium
2534,,Intelligencenode,Data Analytics Platform,,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,4200000.0,Series A,,Medium
2535,,Hyperverge,Deep Learning Cloud Algorithms,,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,4200000.0,,,Medium
2536,,Twyst,Location Based Engagement & Rewards Platform,,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,4200000.0,,,Medium
2537,,Idfy,Online Identity Verification Services Platform,,Mumbai,"NEA, Blume Ventures & others",Private Equity,4200000.0,Series A,,Medium
2538,,Zoojoo.Be,Corporate Wellness App,,Bangalore,RoundGlass Partners,Private Equity,4200000.0,Series A,,Medium
2539,,Fashionove,Fashion Search & Review Platform,,Kolkata,Umesh Yadav,Seed Funding,4200000.0,,,Medium
2540,,Timesaverz,"Hyperlocal Maintenance, Repair & Cleaning Services",,Mumbai,Unilazer Ventures,Private Equity,4200000.0,,,Medium
2541,,Envoged,Pre-Owned Luxury Online Apparel Seller,,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,4200000.0,,,Medium
2542,,Mebelkart,Online Furniture Marketplace,,Bangalore,AskMe,Private Equity,4200000.0,,,Medium
